id,year,Q
1321,2008,0.05
1321,2009,-0.745
1321,2010,0.842
1321,2011,-0.629
1321,2012,0.223
1321,2013,2.09
1321,2014,0.125
1321,2015,-0.401
1322,2006,0.456
1322,2007,0.487
1322,2008,-0.209
1322,2009,-0.665
1322,2010,0.727
1322,2011,-0.368
1322,2012,0.521
1322,2013,2.069
1322,2014,0.343
1322,2015,-0.576
1323,2006,0.764
1323,2007,0.583
1323,2008,0.079
1323,2009,-0.555
1323,2010,0.729
1323,2011,-0.7
1323,2012,0.231
1323,2013,1.39
1323,2014,0.71
1323,2015,-0.55
1324,2006,0.683
1324,2007,0.554
1324,2008,0.146
1324,2009,-0.735
1324,2010,0.553
1324,2011,-0.536
1324,2012,0.234
1324,2013,1.474
1324,2014,0.457
1324,2015,-0.629
1325,2006,0.828
1325,2007,0.417
1325,2008,0.591
1325,2009,-0.387
1325,2010,0.579
1325,2011,-0.691
1325,2012,0.168
1325,2013,0.98
1325,2014,0.565
1325,2015,0.635
1326,2006,0.819
1326,2007,0.483
1326,2008,0.611
1326,2009,-0.265
1326,2010,0.626
1326,2011,-0.455
1326,2012,0.23
1326,2013,0.939
1326,2014,0.614
1326,2015,0.899
1327,2006,1.087
1327,2007,0.758
1327,2008,0.718
1327,2009,0.095
1327,2010,0.541
1327,2011,0.025
1327,2012,0.512
1327,2013,0.798
1327,2014,0.578
1327,2015,-0.121
1328,2006,0.995
1328,2007,1.005
1328,2008,0.589
1328,2009,0.051
1328,2010,0.612
1328,2011,-0.301
1328,2012,0.381
1328,2013,0.719
1328,2014,0.506
1328,2015,-0.124
1329,2006,0.677
1329,2007,0.851
1329,2008,0.567
1329,2009,-0.006
1329,2010,0.419
1329,2011,-0.62
1329,2012,0.21
1329,2013,1.097
1329,2014,0.259
1329,2015,0.165
1330,2006,0.487
1330,2007,0.768
1330,2008,0.614
1330,2009,-0.135
1330,2010,0.153
1330,2011,-0.657
1330,2012,0.368
1330,2013,1.143
1330,2014,0.219
1330,2015,-0.168
1331,2006,1.174
1331,2007,0.65
1331,2008,0.861
1331,2009,0.028
1331,2010,0.133
1331,2011,0.102
1331,2012,0.001
1331,2013,0.963
1331,2014,0.286
1331,2015,-1.403
1332,2006,1.077
1332,2007,1.258
1332,2008,-0.02
1332,2009,-0.588
1332,2010,0.612
1332,2011,1.317
1332,2012,-0.992
1332,2013,0.428
1332,2014,-1.375
1332,2015,1.608
1333,2006,1
1333,2007,1.21
1333,2008,0.31
1333,2009,0.145
1333,2010,0.746
1333,2011,1.347
1333,2012,-0.393
1333,2013,1.276
1333,2014,-1.692
1333,2015,0.982
1334,2006,0.143
1334,2007,1.476
1334,2008,0.334
1334,2009,-1.592
1334,2010,1.185
1334,2011,0.899
1334,2012,-0.572
1334,2013,0.531
1334,2014,-2.452
1334,2015,0.027
1335,2006,0.657
1335,2007,1.378
1335,2008,1.051
1335,2009,-0.832
1335,2010,0.258
1335,2011,1.461
1335,2012,-1.064
1335,2013,0.403
1335,2014,-2.664
1335,2015,-0.937
1336,2006,0.771
1336,2007,1.037
1336,2008,0.568
1336,2009,-1.241
1336,2010,-0.112
1336,2011,1.129
1336,2012,0.185
1336,2013,0.112
1336,2014,-1.72
1336,2015,-2.561
1337,2006,0.773
1337,2007,0.855
1337,2008,0.586
1337,2009,-1.227
1337,2010,-0.102
1337,2011,1.144
1337,2012,0.322
1337,2013,-0.079
1337,2014,-1.69
1337,2015,-2.527
1338,2006,0.513
1338,2007,0.257
1338,2008,0.529
1338,2009,-1.541
1338,2010,-0.754
1338,2011,1.555
1338,2012,-0.266
1338,2013,-0.33
1338,2014,-1.377
1338,2015,-1.927
1339,2006,0.033
1339,2007,0.357
1339,2008,1.82
1339,2009,-1.768
1339,2010,0.783
1339,2011,1.113
1339,2012,-0.559
1339,2013,0.771
1339,2014,-1.272
1339,2015,-0.985
1340,2006,-0.371
1340,2007,0.179
1340,2008,1.782
1340,2009,-1.59
1340,2010,0.653
1340,2011,0.586
1340,2012,-0.589
1340,2013,0.745
1340,2014,-1.18
1340,2015,-0.667
1341,2006,0.181
1341,2007,-0.307
1341,2008,0.446
1341,2009,-1.282
1341,2010,-0.333
1341,2011,1.628
1341,2012,0.229
1341,2013,-0.133
1341,2014,-1.058
1341,2015,-2.631
1342,2006,0.456
1342,2007,0.052
1342,2008,-0.057
1342,2009,-1.247
1342,2010,0.018
1342,2011,1.2
1342,2012,-0.432
1342,2013,-0.051
1342,2014,0.525
1342,2015,-1.784
1343,2006,0.169
1343,2007,0.331
1343,2008,0.149
1343,2009,-0.929
1343,2010,-0.017
1343,2011,1.236
1343,2012,-0.218
1343,2013,0.665
1343,2014,-0.104
1343,2015,-2.216
1344,2006,0.392
1344,2007,-0.106
1344,2008,0.319
1344,2009,-1.286
1344,2010,-0.189
1344,2011,1.193
1344,2012,-0.529
1344,2013,0.118
1344,2014,0.006
1344,2015,-1.88
1345,2006,-0.429
1345,2007,-0.339
1345,2008,0.908
1345,2009,-2.1
1345,2010,-0.793
1345,2011,0.436
1345,2012,-0.415
1345,2013,0.489
1345,2014,-1.202
1345,2015,-0.684
1346,2006,-0.519
1346,2007,-0.392
1346,2008,0.892
1346,2009,-2.096
1346,2010,-0.774
1346,2011,0.475
1346,2012,-0.336
1346,2013,0.458
1346,2014,-1.428
1346,2015,-0.706
1347,2006,-0.611
1347,2007,-0.882
1347,2008,1.201
1347,2009,-2.225
1347,2010,-0.836
1347,2011,0.649
1347,2012,-0.472
1347,2013,0.618
1347,2014,-1.124
1347,2015,-0.391
1348,2006,-0.811
1348,2007,-1.57
1348,2008,1.63
1348,2009,-1.237
1348,2010,-0.616
1348,2011,1.442
1348,2012,0.34
1348,2013,0.936
1348,2014,0.892
1348,2015,1.033
1349,2006,-0.752
1349,2007,-1.76
1349,2008,1.549
1349,2009,-1.551
1349,2010,-0.772
1349,2011,0.855
1349,2012,0.277
1349,2013,0.916
1349,2014,0.835
1349,2015,0.984
1350,2006,-1.114
1350,2007,-1.721
1350,2008,1.584
1350,2009,-1.889
1350,2010,-0.896
1350,2011,0.504
1350,2012,0.34
1350,2013,0.86
1350,2014,0.93
1350,2015,0.886
1351,2006,-1.712
1351,2007,-1.457
1351,2008,1.628
1351,2009,-1.816
1351,2010,-1.497
1351,2011,0.161
1351,2012,0.498
1351,2013,0.654
1351,2014,0.738
1351,2015,0.48
1352,2006,-1.389
1352,2007,-1.394
1352,2008,1.23
1352,2009,-1.729
1352,2010,-1.164
1352,2011,0.116
1352,2012,0.436
1352,2013,0.644
1352,2014,0.707
1352,2015,0.513
1353,2006,-1.236
1353,2007,-0.487
1353,2008,1.43
1353,2009,-1.402
1353,2010,-0.943
1353,2011,-0.521
1353,2012,0.59
1353,2013,0.095
1353,2014,0.337
1353,2015,-0.417
1354,2006,-0.948
1354,2007,-0.422
1354,2008,1.215
1354,2009,-1.064
1354,2010,-0.337
1354,2011,-0.178
1354,2012,0.483
1354,2013,0.071
1354,2014,0.037
1354,2015,-0.601
1355,2006,-1.046
1355,2007,-0.074
1355,2008,0.788
1355,2009,1.608
1355,2010,0.741
1355,2011,1.07
1355,2012,0.742
1355,2013,0.794
1355,2014,0.289
1355,2015,-1.196
1356,2006,2.172
1356,2007,1.788
1356,2008,0.544
1356,2009,-0.6
1356,2010,1.618
1356,2011,0.148
1356,2012,-1.28
1356,2013,0.685
1356,2014,0.089
1356,2015,-1.037
1357,2006,2.182
1357,2007,1.26
1357,2008,0.8
1357,2009,-0.667
1357,2010,1.323
1357,2011,-0.186
1357,2012,-1.237
1357,2013,0.682
1357,2014,0.884
1357,2015,-0.24
1358,2006,2.228
1358,2007,1.293
1358,2008,0.819
1358,2009,-0.628
1358,2010,1.277
1358,2011,-0.287
1358,2012,-1.198
1358,2013,0.677
1358,2014,0.797
1358,2015,-0.507
1359,2006,1.992
1359,2007,1.516
1359,2008,0.235
1359,2009,-0.086
1359,2010,1.204
1359,2011,-0.191
1359,2012,-0.908
1359,2013,0.844
1359,2014,-0.359
1359,2015,-0.97
1360,2006,1.894
1360,2007,1.013
1360,2008,-0.14
1360,2009,0.286
1360,2010,1.399
1360,2011,-0.117
1360,2012,-1.299
1360,2013,1.453
1360,2014,-0.564
1360,2015,-1.295
1361,2006,1.768
1361,2007,1.391
1361,2008,-0.3
1361,2009,-0.051
1361,2010,1.293
1361,2011,-0.087
1361,2012,-1.364
1361,2013,1.433
1361,2014,-0.507
1361,2015,-1.31
1362,2006,1.7
1362,2007,1.41
1362,2008,-0.55
1362,2009,-0.08
1362,2010,1.183
1362,2011,0.056
1362,2012,-1.032
1362,2013,1.532
1362,2014,-0.731
1362,2015,-1.333
1363,2006,1.633
1363,2007,1.309
1363,2008,-1.088
1363,2009,-0.596
1363,2010,1.053
1363,2011,-0.348
1363,2012,-0.22
1363,2013,1.692
1363,2014,-1.078
1363,2015,-1.309
1364,2006,1.625
1364,2007,1.306
1364,2008,-1.088
1364,2009,-0.599
1364,2010,1.047
1364,2011,-0.346
1364,2012,-0.219
1364,2013,1.688
1364,2014,-1.08
1364,2015,-1.299
1365,2006,1.048
1365,2007,0.581
1365,2008,-0.493
1365,2009,-1.319
1365,2010,1.077
1365,2011,-0.289
1365,2012,0.004
1365,2013,1.534
1365,2014,-0.797
1365,2015,-0.609
1366,2006,0.842
1366,2007,0.493
1366,2008,-0.512
1366,2009,-1.435
1366,2010,1.005
1366,2011,-0.329
1366,2012,-0.02
1366,2013,1.603
1366,2014,-0.729
1366,2015,-0.579
1367,2006,-0.19
1367,2007,0.429
1367,2008,-0.729
1367,2009,-0.428
1367,2010,1.117
1367,2011,-0.132
1367,2012,0.676
1367,2013,2.413
1367,2014,-0.693
1367,2015,-0.145
1368,2006,-0.122
1368,2007,0.344
1368,2008,-0.397
1368,2009,-0.835
1368,2010,0.994
1368,2011,-0.46
1368,2012,0.284
1368,2013,2.016
1368,2014,-0.977
1368,2015,-0.351
1369,2006,-0.589
1369,2007,-0.043
1369,2008,-0.567
1369,2009,-0.424
1369,2010,0.362
1369,2011,0.23
1369,2012,0.825
1369,2013,2.816
1369,2014,-1.235
1369,2015,-0.556
1370,2006,-0.157
1370,2007,0.617
1370,2008,-0.518
1370,2009,-0.498
1370,2010,0.812
1370,2011,0.167
1370,2012,0.693
1370,2013,2.147
1370,2014,-0.222
1370,2015,-0.713
1371,2006,0.169
1371,2007,0.524
1371,2008,-0.475
1371,2009,-0.656
1371,2010,0.631
1371,2011,-0.054
1371,2012,0.582
1371,2013,1.79
1371,2014,0.485
1371,2015,-0.598
1372,2006,0.289
1372,2007,0.585
1372,2008,-0.022
1372,2009,-0.846
1372,2010,0.389
1372,2011,-0.245
1372,2012,0.246
1372,2013,1.405
1372,2014,0.589
1372,2015,-0.863
1373,2006,0.388
1373,2007,0.564
1373,2008,0.011
1373,2009,-0.851
1373,2010,0.37
1373,2011,-0.193
1373,2012,0.273
1373,2013,1.376
1373,2014,0.586
1373,2015,-0.839
1374,2006,0.606
1374,2007,0.608
1374,2008,0.459
1374,2009,-0.497
1374,2010,0.316
1374,2011,-0.186
1374,2012,0.105
1374,2013,0.988
1374,2014,0.533
1374,2015,-0.744
1375,2006,0.547
1375,2007,0.482
1375,2008,0.364
1375,2009,-0.096
1375,2010,0.099
1375,2011,-0.2
1375,2012,-0.089
1375,2013,0.874
1375,2014,0.678
1375,2015,-0.251
1376,2006,0.726
1376,2007,0.564
1376,2008,0.543
1376,2009,-0.159
1376,2010,0.349
1376,2011,-0.337
1376,2012,0.133
1376,2013,0.982
1376,2014,0.614
1376,2015,0.145
1377,2006,0.874
1377,2007,0.863
1377,2008,0.62
1377,2009,0.119
1377,2010,-0.093
1377,2011,-0.376
1377,2012,0.359
1377,2013,0.823
1377,2014,0.391
1377,2015,-0.65
1378,2006,0.732
1378,2007,0.79
1378,2008,0.661
1378,2009,0.025
1378,2010,-0.033
1378,2011,-0.262
1378,2012,0.452
1378,2013,0.803
1378,2014,0.163
1378,2015,-0.634
1379,2006,0.432
1379,2007,0.892
1379,2008,0.831
1379,2009,-0.084
1379,2010,0.174
1379,2011,-0.292
1379,2012,0.46
1379,2013,0.85
1379,2014,0.075
1379,2015,-0.526
1380,2006,-0.066
1380,2007,0.397
1380,2008,-0.173
1380,2009,-0.368
1380,2010,-0.563
1380,2011,0.203
1380,2012,0.257
1380,2013,0.969
1380,2014,0.274
1380,2015,-1.019
1381,2006,-0.035
1381,2007,0.414
1381,2008,-0.145
1381,2009,-0.351
1381,2010,-0.545
1381,2011,0.189
1381,2012,0.259
1381,2013,0.97
1381,2014,0.282
1381,2015,-1.06
1382,2006,-0.028
1382,2007,0.418
1382,2008,-0.138
1382,2009,-0.344
1382,2010,-0.544
1382,2011,0.189
1382,2012,0.258
1382,2013,0.968
1382,2014,0.285
1382,2015,-1.065
1383,2006,0.796
1383,2007,1.477
1383,2008,-0.012
1383,2009,-0.242
1383,2010,1.133
1383,2011,1.575
1383,2012,-1.024
1383,2013,0.627
1383,2014,-1.438
1383,2015,2.078
1384,2006,1.176
1384,2007,1.578
1384,2008,-0.203
1384,2009,-0.191
1384,2010,1.168
1384,2011,1.78
1384,2012,-0.56
1384,2013,0.953
1384,2014,-1.867
1384,2015,1.12
1385,2006,0.058
1385,2007,1.412
1385,2008,0.316
1385,2009,-1.644
1385,2010,1.161
1385,2011,0.813
1385,2012,-0.533
1385,2013,0.432
1385,2014,-2.44
1385,2015,-0.064
1386,2006,0.95
1386,2007,1.524
1386,2008,0.816
1386,2009,-0.887
1386,2010,0.552
1386,2011,1.374
1386,2012,-0.864
1386,2013,0.681
1386,2014,-2.498
1386,2015,-0.001
1387,2006,0.981
1387,2007,1.604
1387,2008,0.591
1387,2009,-0.66
1387,2010,0.677
1387,2011,0.896
1387,2012,-0.724
1387,2013,0.393
1387,2014,-2.36
1387,2015,-0.758
1388,2006,0.882
1388,2007,1.293
1388,2008,0.712
1388,2009,-0.688
1388,2010,0.483
1388,2011,0.967
1388,2012,-0.518
1388,2013,0.054
1388,2014,-1.751
1388,2015,-1.219
1389,2006,0.748
1389,2007,0.254
1389,2008,0.105
1389,2009,-1.392
1389,2010,-0.826
1389,2011,1.325
1389,2012,-0.289
1389,2013,-0.752
1389,2014,-1.608
1389,2015,-2.606
1390,2006,0.636
1390,2007,0.133
1390,2008,0.878
1390,2009,-1.224
1390,2010,-0.157
1390,2011,1.864
1390,2012,-0.19
1390,2013,-0.38
1390,2014,-1.298
1390,2015,-1.771
1391,2006,0.548
1391,2007,-0.035
1391,2008,1.438
1391,2009,-0.929
1391,2010,-0.275
1391,2011,1.885
1391,2012,-0.253
1391,2013,-0.259
1391,2014,-1.197
1391,2015,-1.712
1392,2006,0.192
1392,2007,-0.35
1392,2008,0.485
1392,2009,-1.242
1392,2010,-0.405
1392,2011,1.61
1392,2012,0.271
1392,2013,-0.102
1392,2014,-1.06
1392,2015,-2.615
1393,2006,-0.294
1393,2007,0.019
1393,2008,1.834
1393,2009,-1.528
1393,2010,0.664
1393,2011,0.402
1393,2012,-0.84
1393,2013,0.538
1393,2014,-1.205
1393,2015,-0.476
1394,2006,-0.039
1394,2007,0.313
1394,2008,0.199
1394,2009,-0.89
1394,2010,-0.045
1394,2011,1.192
1394,2012,-0.121
1394,2013,0.603
1394,2014,-0.104
1394,2015,-2.079
1395,2006,-0.277
1395,2007,0.403
1395,2008,0.193
1395,2009,-1.374
1395,2010,-0.169
1395,2011,0.815
1395,2012,0.043
1395,2013,0.799
1395,2014,-0.339
1395,2015,-2.013
1396,2006,-0.442
1396,2007,-0.181
1396,2008,1.029
1396,2009,-1.972
1396,2010,-0.462
1396,2011,0.377
1396,2012,-0.62
1396,2013,0.519
1396,2014,-1.216
1396,2015,-0.59
1397,2006,0.032
1397,2007,-1.426
1397,2008,0.785
1397,2009,-1.479
1397,2010,-0.783
1397,2011,0.725
1397,2012,-0.457
1397,2013,0.515
1397,2014,-0.332
1397,2015,-1.034
1398,2006,0.215
1398,2007,-1.35
1398,2008,0.89
1398,2009,-2.366
1398,2010,-1.366
1398,2011,0.661
1398,2012,-0.098
1398,2013,1.11
1398,2014,-0.55
1398,2015,0.244
1399,2006,-0.517
1399,2007,-1.185
1399,2008,1.309
1399,2009,-1.572
1399,2010,-0.827
1399,2011,1.447
1399,2012,0.467
1399,2013,1.094
1399,2014,-0.182
1399,2015,0.327
1400,2006,-0.364
1400,2007,-1.48
1400,2008,1.577
1400,2009,-2.108
1400,2010,-1.478
1400,2011,0.75
1400,2012,0.063
1400,2013,1.513
1400,2014,-0.294
1400,2015,0.74
1401,2006,-1.011
1401,2007,-1.818
1401,2008,2.101
1401,2009,-1.491
1401,2010,-0.963
1401,2011,0.727
1401,2012,0.671
1401,2013,1.17
1401,2014,0.149
1401,2015,0.645
1402,2006,-1.257
1402,2007,-1.801
1402,2008,2.013
1402,2009,-1.461
1402,2010,-0.703
1402,2011,0.835
1402,2012,0.427
1402,2013,0.938
1402,2014,0.417
1402,2015,0.339
1403,2006,-1.542
1403,2007,-1.198
1403,2008,1.974
1403,2009,-1.618
1403,2010,-1.182
1403,2011,0.025
1403,2012,0.674
1403,2013,1.034
1403,2014,0.456
1403,2015,0.481
1404,2006,-1.434
1404,2007,-0.457
1404,2008,1.504
1404,2009,-1.794
1404,2010,-1.228
1404,2011,-0.641
1404,2012,0.603
1404,2013,-0.24
1404,2014,0.823
1404,2015,-0.394
1405,2006,-1.389
1405,2007,-0.481
1405,2008,1.429
1405,2009,-1.663
1405,2010,-1.233
1405,2011,-0.578
1405,2012,0.561
1405,2013,-0.15
1405,2014,0.739
1405,2015,-0.396
1406,2006,-0.642
1406,2007,0.055
1406,2008,1.078
1406,2009,-1.312
1406,2010,-1.062
1406,2011,-0.843
1406,2012,0.68
1406,2013,-0.21
1406,2014,0.503
1406,2015,-0.638
1407,2006,-0.684
1407,2007,-0.774
1407,2008,1.402
1407,2009,-0.91
1407,2010,-0.661
1407,2011,0.133
1407,2012,0.794
1407,2013,0.575
1407,2014,0.12
1407,2015,-0.32
1408,2006,-0.754
1408,2007,-0.253
1408,2008,1.191
1408,2009,-1.938
1408,2010,-1.062
1408,2011,-1.818
1408,2012,-0.677
1408,2013,-0.094
1408,2014,-0.406
1408,2015,0.166
1409,2006,1.736
1409,2007,1.64
1409,2008,0.413
1409,2009,-0.69
1409,2010,0.88
1409,2011,-0.292
1409,2012,-0.776
1409,2013,1.403
1409,2014,-0.964
1409,2015,-0.647
1410,2006,1.653
1410,2007,1.462
1410,2008,0.223
1410,2009,-0.57
1410,2010,0.906
1410,2011,-0.346
1410,2012,-0.641
1410,2013,1.22
1410,2014,-0.569
1410,2015,-0.382
1411,2006,1.964
1411,2007,1.507
1411,2008,0.226
1411,2009,-0.061
1411,2010,1.167
1411,2011,-0.239
1411,2012,-0.968
1411,2013,0.803
1411,2014,-0.241
1411,2015,-0.922
1412,2006,2.167
1412,2007,1.496
1412,2008,0.268
1412,2009,-0.147
1412,2010,1.302
1412,2011,-0.11
1412,2012,-0.972
1412,2013,0.863
1412,2014,-0.428
1412,2015,-1.052
1413,2006,2.231
1413,2007,1.482
1413,2008,0.141
1413,2009,-0.003
1413,2010,1.342
1413,2011,-0.045
1413,2012,-1.036
1413,2013,1.067
1413,2014,-0.43
1413,2015,-1.223
1414,2006,1.543
1414,2007,1.279
1414,2008,-1.009
1414,2009,0.134
1414,2010,0.874
1414,2011,0.171
1414,2012,-0.585
1414,2013,1.77
1414,2014,-0.762
1414,2015,-1.345
1415,2006,1.36
1415,2007,1.299
1415,2008,-0.78
1415,2009,0.105
1415,2010,1.118
1415,2011,-0.046
1415,2012,-0.405
1415,2013,1.735
1415,2014,-0.577
1415,2015,-1.401
1416,2006,0.861
1416,2007,0.516
1416,2008,-0.933
1416,2009,-0.602
1416,2010,1.081
1416,2011,-0.201
1416,2012,0.612
1416,2013,2.006
1416,2014,-0.256
1416,2015,-0.094
1417,2006,0.808
1417,2007,0.484
1417,2008,-0.912
1417,2009,-0.7
1417,2010,1.04
1417,2011,-0.15
1417,2012,0.579
1417,2013,2.02
1417,2014,-0.329
1417,2015,-0.035
1418,2006,0.63
1418,2007,0.635
1418,2008,-0.353
1418,2009,-1.074
1418,2010,1.121
1418,2011,-0.399
1418,2012,0.157
1418,2013,1.955
1418,2014,-0.48
1418,2015,-0.381
1419,2006,-0.032
1419,2007,0.346
1419,2008,-0.746
1419,2009,-0.509
1419,2010,0.94
1419,2011,-0.119
1419,2012,0.654
1419,2013,2.296
1419,2014,-0.672
1419,2015,-0.111
1420,2006,-0.364
1420,2007,0.342
1420,2008,-0.477
1420,2009,-0.336
1420,2010,1.154
1420,2011,0.091
1420,2012,0.789
1420,2013,2.641
1420,2014,-0.892
1420,2015,0.067
1421,2006,-0.22
1421,2007,0.114
1421,2008,-0.493
1421,2009,-0.519
1421,2010,1.038
1421,2011,-0.129
1421,2012,0.922
1421,2013,2.718
1421,2014,-0.749
1421,2015,0.14
1422,2006,-0.626
1422,2007,-0.093
1422,2008,-0.597
1422,2009,-0.421
1422,2010,0.371
1422,2011,0.281
1422,2012,0.882
1422,2013,2.733
1422,2014,-1.263
1422,2015,-0.537
1423,2006,-0.32
1423,2007,0.646
1423,2008,-0.702
1423,2009,-0.712
1423,2010,0.766
1423,2011,0.12
1423,2012,0.606
1423,2013,2.17
1423,2014,-0.461
1423,2015,-0.521
1424,2006,-0.359
1424,2007,0.574
1424,2008,-0.595
1424,2009,-0.818
1424,2010,0.551
1424,2011,0.23
1424,2012,0.469
1424,2013,1.656
1424,2014,0.125
1424,2015,-0.509
1425,2006,0.245
1425,2007,0.62
1425,2008,-0.061
1425,2009,-0.799
1425,2010,0.399
1425,2011,-0.236
1425,2012,0.253
1425,2013,1.445
1425,2014,0.604
1425,2015,-0.821
1426,2006,0.085
1426,2007,0.686
1426,2008,0.017
1426,2009,-0.538
1426,2010,0.192
1426,2011,-0.008
1426,2012,0.319
1426,2013,1.33
1426,2014,0.431
1426,2015,-0.727
1427,2006,0.384
1427,2007,0.636
1427,2008,0.286
1427,2009,-0.403
1427,2010,0.241
1427,2011,-0.047
1427,2012,0.12
1427,2013,0.973
1427,2014,0.46
1427,2015,-0.626
1428,2006,0.465
1428,2007,0.494
1428,2008,-0.252
1428,2009,-0.341
1428,2010,0.124
1428,2011,0.192
1428,2012,0.226
1428,2013,0.641
1428,2014,0.524
1428,2015,-0.324
1429,2006,0.321
1429,2007,0.317
1429,2008,-0.08
1429,2009,-0.19
1429,2010,-0.461
1429,2011,0.1
1429,2012,0.278
1429,2013,0.554
1429,2014,0.629
1429,2015,-0.577
1430,2006,0.744
1430,2007,0.592
1430,2008,0.447
1430,2009,-0.019
1430,2010,0.139
1430,2011,-0.384
1430,2012,0.154
1430,2013,0.92
1430,2014,0.582
1430,2015,-0.202
1431,2006,-0.178
1431,2007,0.39
1431,2008,-0.222
1431,2009,-0.436
1431,2010,-0.664
1431,2011,0.279
1431,2012,0.305
1431,2013,0.885
1431,2014,0.27
1431,2015,-0.945
1432,2006,-0.165
1432,2007,0.392
1432,2008,-0.215
1432,2009,-0.414
1432,2010,-0.641
1432,2011,0.258
1432,2012,0.281
1432,2013,0.909
1432,2014,0.267
1432,2015,-0.967
1433,2006,0.867
1433,2007,1.183
1433,2008,0.464
1433,2009,-0.388
1433,2010,-1.888
1433,2011,1.105
1433,2012,0.173
1433,2013,0.752
1433,2014,-0.346
1433,2015,-0.675
1434,2006,0.868
1434,2007,1.225
1434,2008,0.502
1434,2009,-0.351
1434,2010,-1.827
1434,2011,1.117
1434,2012,0.201
1434,2013,0.77
1434,2014,-0.327
1434,2015,-0.766
1435,2006,0.854
1435,2007,1.24
1435,2008,0.514
1435,2009,-0.346
1435,2010,-1.804
1435,2011,1.081
1435,2012,0.207
1435,2013,0.766
1435,2014,-0.339
1435,2015,-0.798
1436,2006,0.694
1436,2007,1.741
1436,2008,-0.57
1436,2009,-0.773
1436,2010,0.713
1436,2011,1.889
1436,2012,-0.445
1436,2013,1.006
1436,2014,-1.52
1436,2015,2.294
1437,2006,0.943
1437,2007,1.661
1437,2008,-0.433
1437,2009,-0.383
1437,2010,1.072
1437,2011,1.626
1437,2012,-0.576
1437,2013,0.661
1437,2014,-1.942
1437,2015,1.282
1438,2006,1.147
1438,2007,1.559
1438,2008,-0.305
1438,2009,-0.22
1438,2010,1.211
1438,2011,1.821
1438,2012,-0.555
1438,2013,0.803
1438,2014,-2.089
1438,2015,1.248
1439,2006,-0.051
1439,2007,1.356
1439,2008,0.314
1439,2009,-1.659
1439,2010,1.145
1439,2011,0.749
1439,2012,-0.447
1439,2013,0.359
1439,2014,-2.399
1439,2015,-0.144
1440,2006,1.371
1440,2007,1.234
1440,2008,0.546
1440,2009,-0.146
1440,2010,1.152
1440,2011,1.422
1440,2012,-0.625
1440,2013,0.702
1440,2014,-2.441
1440,2015,0.411
1441,2006,0.895
1441,2007,1.292
1441,2008,0.198
1441,2009,-0.209
1441,2010,1.129
1441,2011,1.189
1441,2012,-0.462
1441,2013,0.563
1441,2014,-2.386
1441,2015,-0.711
1442,2006,0.489
1442,2007,1.387
1442,2008,0.223
1442,2009,-0.301
1442,2010,0.789
1442,2011,1.323
1442,2012,-0.393
1442,2013,0.237
1442,2014,-2.282
1442,2015,-1.046
1443,2006,0.789
1443,2007,0.101
1443,2008,-0.014
1443,2009,-1.315
1443,2010,-0.647
1443,2011,1.418
1443,2012,-0.506
1443,2013,-1.093
1443,2014,-1.617
1443,2015,-2.251
1444,2006,0.716
1444,2007,-0.081
1444,2008,0.846
1444,2009,-1.214
1444,2010,-0.052
1444,2011,1.718
1444,2012,-0.261
1444,2013,-0.465
1444,2014,-1.184
1444,2015,-1.837
1445,2006,0.861
1445,2007,-0.119
1445,2008,1.582
1445,2009,-0.833
1445,2010,-0.255
1445,2011,1.532
1445,2012,-0.343
1445,2013,-0.529
1445,2014,-1.225
1445,2015,-1.556
1446,2006,-0.165
1446,2007,-0.04
1446,2008,1.81
1446,2009,-1.517
1446,2010,0.752
1446,2011,0.145
1446,2012,-0.949
1446,2013,0.437
1446,2014,-1.2
1446,2015,-0.469
1447,2006,-0.405
1447,2007,-0.573
1447,2008,0.877
1447,2009,-0.868
1447,2010,-0.275
1447,2011,1.558
1447,2012,-0.499
1447,2013,0.051
1447,2014,-0.944
1447,2015,-1.06
1448,2006,-0.524
1448,2007,-0.516
1448,2008,0.882
1448,2009,-0.843
1448,2010,-0.381
1448,2011,1.386
1448,2012,-0.475
1448,2013,-0.014
1448,2014,-1.043
1448,2015,-0.855
1449,2006,-0.58
1449,2007,-0.087
1449,2008,0.573
1449,2009,-1.359
1449,2010,-0.41
1449,2011,0.872
1449,2012,-0.186
1449,2013,0.377
1449,2014,-0.792
1449,2015,-0.997
1450,2006,-0.606
1450,2007,-0.321
1450,2008,1.166
1450,2009,-2.137
1450,2010,-0.625
1450,2011,-0.414
1450,2012,-0.583
1450,2013,0.609
1450,2014,-1.402
1450,2015,-0.124
1451,2006,0.048
1451,2007,-1.416
1451,2008,0.566
1451,2009,-1.642
1451,2010,-0.858
1451,2011,0.474
1451,2012,-0.399
1451,2013,0.686
1451,2014,-0.181
1451,2015,-0.661
1452,2006,0.315
1452,2007,-1.226
1452,2008,0.804
1452,2009,-2.48
1452,2010,-1.261
1452,2011,0.434
1452,2012,-0.133
1452,2013,0.995
1452,2014,-0.596
1452,2015,0.226
1453,2006,-0.066
1453,2007,-1.127
1453,2008,1.074
1453,2009,-3.06
1453,2010,-1.465
1453,2011,0.559
1453,2012,0.368
1453,2013,1.018
1453,2014,-0.479
1453,2015,0.36
1454,2006,-0.242
1454,2007,-1.228
1454,2008,1.379
1454,2009,-2.485
1454,2010,-1.338
1454,2011,0.795
1454,2012,0.293
1454,2013,1.335
